[T1] 7665 master tokens cracked
[TIMER] T1: 7405.94 seconds
MT(hex)=dddaa4163e2c2405c2c979002954da329362dcb0ba6345e65cb7b10e24d67bcd  ←  ln=haering fi=a g=m dob=19841004
MT(hex)=bd677e18b68611ae55dfece2190c807f21fa079ebb3e59c79bd0d337caec58ef  ←  ln=haering fi=a g=m dob=19890630
MT(hex)=87d1c50424ade92eeec885f35fce643a464b13ca0f9b8ea8f2df01a1f02b5113  ←  ln=haering fi=a g=m dob=20040806
MT(hex)=74764569ae35af32e0cb50593c259a0c7e4f2dbd5fac9610dfd258bd907f0302  ←  ln=haering fi=a g=f dob=19740620
MT(hex)=69edcd708f1907a11ecaacdc4533b32b4f018af002e7e877dbf9a59779928fd6  ←  ln=haering fi=a g=f dob=19930601
MT(hex)=55d23b8d525462bdd24e24a941e33033799e5bf7d087b45aed75d8e0f18f3075  ←  ln=haering fi=b g=m dob=19650901
MT(hex)=b735c8aa2b2ddb5ac8b7897f87f0befa2fafa0cc617967392a8e94e1a23c01bf  ←  ln=haering fi=b g=m dob=19951108
MT(hex)=f13eced4700f14bde86acad3b6f84989641ffde371c936b52bdc5567f8a63c5f  ←  ln=haering fi=c g=f dob=19980628
MT(hex)=9107e931c6cce44c4cf1d77867e4fac962b3442379c762efb1f04918d40b2836  ←  ln=haering fi=d g=m dob=19550305
MT(hex)=17a0ad3f0b5b6bc30feda26c6baacd3c22f9c03b5c911bbaa0d641f8d297dad7  ←  ln=haering fi=e g=f dob=19800116
MT(hex)=3091c55a774a65960bc2c6cf5741cf4a0246aecbf069398f2104ffc837d3bdc7  ←  ln=haering fi=e g=f dob=20020701
MT(hex)=74412bf913823347570ad587a90e9596649577f586d1cf2b03d0dcaad3b17934  ←  ln=haering fi=f g=u dob=19970418
MT(hex)=8b0594b0ef7c01481d640304177814f51a2f722eeafd8a302b5b8ce2853d27c0  ←  ln=haering fi=h g=m dob=19780711
MT(hex)=67524a6b52634aa80a609be12a0b36a59cd6b46a5a13231d27fa0026f89bf187  ←  ln=haering fi=h g=f dob=19930818
MT(hex)=497f846b20bddbed81b7d2676043a49867a5a634b75d5b9c6019df8e151c5406  ←  ln=haering fi=i g=m dob=20001205
MT(hex)=72bfe7f9d887564dd822279474f1dd6e794bdf83d74ae1b3757507aecae66dcc  ←  ln=haering fi=i g=f dob=19541105
MT(hex)=e678e3f652bbefebcc5f92aab5b45a369e0879ccd82cf58222c4f774db7d64d9  ←  ln=haering fi=j g=m dob=20050104
MT(hex)=ba1db298117ad57efc0397642e6ff418ac0ce4b940d0db01e907d1aafb9dd0e9  ←  ln=haering fi=j g=f dob=19750422
MT(hex)=353942eda5a2b7c974d9ccf217164097151e8fce51940aa8567a2e16be2dfa0a  ←  ln=haering fi=j g=f dob=20020413
MT(hex)=8b46ac756736212634b60c04970b439a134b17ae531c698ccfc45d01fab1e5a0  ←  ln=haering fi=l g=m dob=19490715
MT(hex)=1c57d64d19af2edf83f56a07c508a04f2311325fe098824e52c25634ea38c6a6  ←  ln=haering fi=l g=f dob=19550223
MT(hex)=b8b27cbeff59600b754dbe63876a1ada91069bc10b8dfcab182198572a647e45  ←  ln=haering fi=m g=f dob=19520520
MT(hex)=c213a84bcad5f9ff187c4dacbd1093112844b166eb470b8d7bddf140e754f276  ←  ln=haering fi=m g=f dob=19791123
MT(hex)=a180f294c87ec1bd137b1005cd5b62e9337c56fa18cc77d0f62754e1d50ce779  ←  ln=haering fi=m g=f dob=19890521
MT(hex)=14a6b39df89443685fca2909e9288952fa0fa8a670273ee43e73658f5d440fe0  ←  ln=haering fi=m g=f dob=20000114
MT(hex)=156a07bc22289900f532573e0706965b1f05f46b0bc7512e531f62676e5ade22  ←  ln=haering fi=n g=f dob=19961116
MT(hex)=6aec865cb3fc3622abdc4f3ddfaeb6b47f66625339efa4da4b9d5b9f1f960cd4  ←  ln=haering fi=r g=f dob=19631202
MT(hex)=3b9a69563951887d2a06029bab7e2df2680c8627bf363118b27db3471b215808  ←  ln=haering fi=r g=f dob=19901116
MT(hex)=bb348158046a6ee6120e7d358e50c52815e3479966180fd9a2120d562d75b6d1  ←  ln=haering fi=s g=m dob=19570521
MT(hex)=2fbb26c3e94be001884b5c7cecae9265948c21e5bcfc8ec87b462557794ac683  ←  ln=haering fi=t g=f dob=19811029
MT(hex)=6ee88b153ca968d88a1281b2e8a4fcb7a25e2c112162f55f437358183b513574  ←  ln=haering fi=t g=f dob=20061024
MT(hex)=90e7619d8d77bc63284f086383f279cdf6c602ab5219ab2230b88af0d5f816d3  ←  ln=haering fi=v g=m dob=19600524
MT(hex)=b6852f77de1e87babc1b88be787d365e3284172da9e6e973552a2a6184758248  ←  ln=etzold fi=a g=m dob=19500708
MT(hex)=eaac3f4a81060016dfff5ea5b567d0dc6853915e1d78fde5dd5dd64ab435d82f  ←  ln=etzold fi=d g=f dob=19601110
MT(hex)=6943db66be0b5d73cdd4ed3560d779dc3ca9a38341595f97ca8b8325715fa796  ←  ln=etzold fi=e g=f dob=19630516
MT(hex)=6f3c635b70488b7325461e71b333828072c6ef16ea46508ba5c2967004ac8530  ←  ln=etzold fi=f g=m dob=19830401
MT(hex)=26faac6d22c8d59eef038423d1a619c4b5327039654e87da0fa015d18b2d7de6  ←  ln=etzold fi=f g=f dob=19600316
MT(hex)=996a1d76ec33830c4ecf40d7481c1c97c7977fdee6768d374207bf5a08bf7715  ←  ln=etzold fi=g g=m dob=19851101
MT(hex)=d35bd4458f75532ac44e02be52b8568d8cc8829090e6ece0ac384055dc9d80b6  ←  ln=etzold fi=g g=f dob=20040509
MT(hex)=c6ec8096eeafc91e2f6130a47ad39f45083c2f5cae32de9adb8fdb9d8f96372e  ←  ln=etzold fi=h g=m dob=20040108
MT(hex)=01969210b7f5b4ff0544eeb722ed198a89e68640b0d21600cedffaffeb23fee9  ←  ln=etzold fi=j g=m dob=19500302
MT(hex)=cfc1ae19251e8700e749c9d4261f8bc0668dfa93d27c6771d10f6bb9ea2613aa  ←  ln=etzold fi=j g=f dob=19630630
MT(hex)=44f46b80dc4042f54612bccda65612e612c34f647d4875d8de5c50fc6911cbe0  ←  ln=etzold fi=l g=m dob=19660704
MT(hex)=9085f1414a87056fa8cbafeed499219d326b887d6d954c862dd07697ba0e9bc0  ←  ln=etzold fi=m g=m dob=19881220
MT(hex)=fc50ceb935eb1b986c259de23ff8168bb57c12c006cd144b6f01dd3e435a8cbd  ←  ln=etzold fi=m g=m dob=20031017
MT(hex)=1127c93089cc7efb8e45682b55455f02b31807f92763c07cd4bab270242e3341  ←  ln=etzold fi=m g=m dob=20060811
MT(hex)=49c15fe8a396f931dc367b2076d4d3ce13fa405accc887a6e799c0e2baee2ff2  ←  ln=etzold fi=m g=f dob=19510405
MT(hex)=38646e3b5305a2bce45c903b81166b01629d9d1bb73f0e87754481aad1b6a499  ←  ln=etzold fi=m g=f dob=19961114
MT(hex)=10bac2275ce55390ce6d5a77efcf60708a20b7cb441e372f1d0a6bd0d921e5d5  ←  ln=etzold fi=n g=m dob=19570327
MT(hex)=e857e0b05bca09319ddad65362aa5f0b4991b2f9b020a8228cee8507b69cb003  ←  ln=etzold fi=r g=m dob=19721117
MT(hex)=ac370f74fa284c96eb5eab80b5929f72d6859042c16c4369547ab077af7aafac  ←  ln=etzold fi=r g=m dob=19871125
MT(hex)=adae8e8c78ffebbdd519ac4af12b40450166f722bced357dabe8bbad3d07f175  ←  ln=etzold fi=s g=f dob=20040622
MT(hex)=1c4bccc1167a87ca595da74fef45c0b9779b5ee35b3d655401890a9f805831b1  ←  ln=seifert fi=a g=m dob=19671117
MT(hex)=c4e3b2b676ab7064956164347dadea5b4dd1a82f5325570ff975a0301a58b14e  ←  ln=seifert fi=a g=f dob=19480530
MT(hex)=66d1d6ab3cee32b3e7d0096861608fec3da3473b53515371863d936ef0b45d32  ←  ln=seifert fi=a g=f dob=19681130
MT(hex)=1834a1f4534382678b31fea6bd302023d54da12f6ca2eb6ec139b61bee39a7dc  ←  ln=seifert fi=a g=f dob=19831014
MT(hex)=5a96e2c3b0359281f3133c91a03ea741c778196f115733120f70568a0f4add56  ←  ln=seifert fi=b g=m dob=19690802
MT(hex)=38b9c0fa6d7e486b76cfddfa8656ae78256a24a5f2215849fa460fc153f784f9  ←  ln=seifert fi=b g=f dob=19990715
